brand,total_visits,record_count,unique_stores,mean_daily_visits,earliest_date,latest_date,data_type
Rockin' Jump,1769760,10342,8,171.12,2020-01-01,2024-07-31,derived
Kings Family Restaurant,1768599,1825,4,969.1,2020-01-01,2023-01-31,derived
Vince.,1766927,16230,10,108.87,2020-01-01,2024-12-31,derived
COS,1766144,3319,4,532.13,2020-01-01,2024-12-31,derived
Zankou Chicken,1766093,1827,1,966.66,2020-01-01,2024-12-31,derived
The Teahouse Tapioca & Tea,1764041,7308,4,241.38,2020-01-01,2024-12-31,derived
B.GOOD,1759680,4565,4,385.47,2020-01-01,2024-12-31,derived
Painting with a Twist,1759093,47130,29,37.32,2020-01-01,2024-12-31,derived
Market Fresh,1758594,1827,1,962.56,2020-01-01,2024-12-31,derived
7 Leaves Cafe,1758117,9229,6,190.5,2020-01-01,2024-12-31,derived
DEFY Trampoline Park,1756237,5996,4,292.9,2020-01-01,2024-12-31,derived
Mad Greens,1755535,4140,3,424.04,2020-01-01,2024-12-31,derived
Fisher Auto Parts,1755406,29609,23,59.29,2020-01-01,2024-12-31,derived
Cinebarre,1755003,1827,1,960.59,2020-01-01,2024-12-31,derived
Deka Lash,1754417,22353,18,78.49,2020-01-01,2024-12-31,derived
JCPenney Optical,1752186,55595,35,31.52,2020-01-01,2024-12-31,derived
Good Vibes,1749677,3654,2,478.84,2020-01-01,2024-12-31,derived
solita Tacos,1749484,2619,2,668.0,2020-01-01,2024-12-31,derived
Smile Doctors,1749319,42174,24,41.48,2020-01-01,2024-12-31,derived
City Convenience,1748742,1827,1,957.17,2020-01-01,2024-12-31,derived
Baer's Furniture,1747863,7308,4,239.17,2020-01-01,2024-12-31,derived
America's Mattress,1747590,6972,7,250.66,2020-01-01,2024-12-31,derived
Graeter's Ice Cream,1744966,1827,1,955.1,2020-01-01,2024-12-31,derived
Scheels,1744424,1796,1,971.28,2020-02-01,2024-12-31,derived
The Cash Store,1744212,65489,39,26.63,2020-01-01,2024-12-31,derived
Gas N Go,1744155,1827,1,954.66,2020-01-01,2024-12-31,derived
Pigtails & Crewcuts,1741490,10293,7,169.19,2020-01-01,2024-12-31,derived
Billabong,1739174,5175,3,336.07,2020-01-01,2024-12-31,derived
Kitchen United,1739162,2708,2,642.23,2020-01-01,2023-10-31,derived
First Bank,1736986,33648,24,51.62,2020-01-01,2024-12-31,derived
Lineage Logistics,1733178,48936,30,35.42,2020-01-01,2024-12-31,derived
J. Gilberts,1732278,1827,1,948.15,2020-01-01,2024-12-31,derived
Bowlero,1729398,33999,27,50.87,2020-01-01,2024-12-31,derived
Naturalizer,1729296,10381,26,166.58,2020-01-01,2021-03-31,derived
Tri Counties Bank,1726570,27559,17,62.65,2020-01-01,2024-12-31,derived
Russo’s New York Pizzeria,1726183,7825,5,220.6,2020-01-01,2024-12-31,derived
Barrio Tacos,1722807,670,1,2571.35,2023-01-01,2024-10-31,derived
Clarkson Eyecare,1722778,44121,25,39.05,2020-01-01,2024-12-31,derived
Members 1st Federal Credit Union,1719462,12514,9,137.4,2020-01-01,2024-12-31,derived
TenRen's Tea,1719061,9135,5,188.18,2020-01-01,2024-12-31,derived
Pokeatery,1718889,3654,2,470.41,2020-01-01,2024-12-31,derived
Mediterranean Grill,1716800,1827,1,939.68,2020-01-01,2024-12-31,derived
Hiep Thai Food Store,1714861,1827,1,938.62,2020-01-01,2024-12-31,derived
Worldmark by Wyndham,1709840,18270,10,93.59,2020-01-01,2024-12-31,derived
Tiger Rock Martial Arts,1707138,12789,7,133.48,2020-01-01,2024-12-31,derived
Shoe Station,1706278,2957,3,577.03,2020-01-01,2024-12-31,derived
Onelife Fitness,1706157,3321,3,513.75,2020-01-01,2024-12-31,derived
Autopart International,1705820,31090,18,54.87,2020-01-01,2024-12-31,derived
Bullritos,1698112,1827,1,929.45,2020-01-01,2024-12-31,derived
WESCO Distribution,1698012,36418,20,46.63,2020-01-01,2024-12-31,derived
County Mart Grocery,1697635,1827,1,929.19,2020-01-01,2024-12-31,derived
Rip Curl,1696709,7216,4,235.13,2020-01-01,2024-12-31,derived
American Tire Distributors (ATD),1692768,24845,15,68.13,2020-01-01,2024-12-31,derived
American Job Centers,1692087,201917,122,8.38,2020-01-01,2024-12-31,derived
Hitchcock's Market,1690729,1827,1,925.41,2020-01-01,2024-12-31,derived
Mason's Lobster,1689423,5910,5,285.86,2020-01-01,2024-12-31,derived
K&M Tire,1687495,7308,4,230.91,2020-01-01,2024-12-31,derived
The Original Mel's Diner,1686655,6483,6,260.17,2020-01-01,2024-12-31,derived
American Girl,1680475,2833,3,593.18,2020-01-01,2024-12-31,derived
The Bank of Castile,1677379,27405,15,61.21,2020-01-01,2024-12-31,derived
The Natural Cafe,1675453,2770,2,604.86,2020-01-01,2024-12-31,derived
Arvest Bank,1675295,17662,11,94.85,2020-01-01,2024-12-31,derived
Popular Community Bank,1674628,17237,11,97.15,2020-01-01,2024-12-31,derived
Foundation Building Materials (FBM),1673812,43851,38,38.17,2020-01-01,2024-12-31,derived
EatZi's Market & Bakery,1673458,1827,1,915.96,2020-01-01,2024-12-31,derived
Somerset Trust Company,1673358,26638,20,62.82,2020-01-01,2024-12-31,derived
Tide Dry Cleaners,1669709,26332,19,63.41,2020-01-01,2024-12-31,derived
Angelika Film Center,1668543,1827,1,913.27,2020-01-01,2024-12-31,derived
MyEyeLab,1668330,30787,27,54.19,2020-01-01,2024-05-31,derived
The Black Dog,1667569,10962,6,152.12,2020-01-01,2024-12-31,derived
OneMain Financial,1666032,188883,108,8.82,2020-01-01,2024-12-31,derived
Kneaders Bakery & Cafe,1665674,1827,1,911.7,2020-01-01,2024-12-31,derived
Painted Tree,1660957,5028,4,330.34,2020-01-01,2024-12-31,derived
Asian Food Markets,1658138,5481,3,302.52,2020-01-01,2024-12-31,derived
Mini Mart,1657091,3654,2,453.5,2020-01-01,2024-12-31,derived
Service King,1655267,34171,39,48.44,2020-01-01,2022-09-30,derived
Cecil Whittaker's Pizza,1654674,6942,4,238.36,2020-01-01,2024-12-31,derived
Garia,1652242,15165,10,108.95,2020-01-01,2024-12-31,derived
Pets Warehouse,1651132,5481,4,301.25,2020-01-01,2024-12-31,derived
BankUnited,1650531,17233,12,95.78,2020-01-01,2024-12-31,derived
Public Lands,1649101,1827,1,902.63,2020-01-01,2024-12-31,derived
Maison Kayser,1647765,1220,4,1350.63,2020-01-01,2020-10-31,derived
Smoothie Factory + Kitchen,1642435,5690,5,288.65,2020-01-01,2024-11-30,derived
Restore Hyper Wellness,1640192,42021,29,39.03,2020-01-01,2024-12-31,derived
HUB International,1638521,49975,36,32.79,2020-01-01,2024-12-31,derived
Ganni,1637926,5481,3,298.84,2020-01-01,2024-12-31,derived
KOA (Kampgrounds of America),1637451,46529,28,35.19,2020-01-01,2024-12-31,derived
Cafe Landwer,1633051,1827,1,893.84,2020-01-01,2024-12-31,derived
Irving Oil,1632128,10778,7,151.43,2020-01-01,2024-12-31,derived
BJ's Optical,1627804,65168,39,24.98,2020-01-01,2024-12-31,derived
My Favorite Muffin,1626495,1827,1,890.25,2020-01-01,2024-12-31,derived
Tribute Portfolio,1624476,8379,12,193.87,2020-01-01,2024-12-31,derived
Connect Hearing,1624012,40195,24,40.4,2020-01-01,2024-12-31,derived
The Baked Bear,1622919,4201,5,386.32,2020-01-01,2024-12-31,derived
AMES,1622541,24394,15,66.51,2020-01-01,2024-12-31,derived
Jenni Kayne,1621622,10962,6,147.93,2020-01-01,2024-12-31,derived
Jaeger Lumber,1613704,5481,3,294.42,2020-01-01,2024-12-31,derived
Shoppers World,1613640,3469,3,465.16,2020-01-01,2024-12-31,derived
Davio's Northern Italian Steakhouse,1613215,3654,2,441.49,2020-01-01,2024-12-31,derived
Copart,1611373,34042,20,47.33,2020-01-01,2024-12-31,derived
Dynamic Fitness,1610933,3654,2,440.87,2020-01-01,2024-12-31,derived
Flyers Energy,1606238,27922,16,57.53,2020-01-01,2024-12-31,derived
Ace Rent A Car,1605359,11054,9,145.23,2020-01-01,2024-12-31,derived
Crayolia Experience,1602216,1827,1,876.97,2020-01-01,2024-12-31,derived
U.S. AutoForce,1598606,8199,7,194.98,2020-01-01,2024-12-31,derived
JEI Learning Center,1597114,15132,11,105.55,2020-01-01,2024-12-31,derived
United Pharmacy,1594802,18270,10,87.29,2020-01-01,2024-12-31,derived
Beauty Exchange,1587959,7308,4,217.29,2020-01-01,2024-12-31,derived
Optimum,1587357,16460,23,96.44,2020-01-01,2024-12-31,derived
Metabolic Research Center,1583713,20036,13,79.04,2020-01-01,2024-12-31,derived
Sunflower Bank,1582710,22075,13,71.7,2020-01-01,2024-12-31,derived
Nutrishop,1581904,29905,25,52.9,2020-01-01,2024-12-31,derived
West America,1580669,26309,15,60.08,2020-01-01,2024-12-31,derived
MGM Resorts,1580024,1036,1,1525.12,2021-04-01,2024-01-31,derived
Sunbelt Rentals,1578970,156051,102,10.12,2020-01-01,2024-12-31,derived
Chick'nCone,1578285,6056,4,260.62,2020-01-01,2024-12-31,derived
Rosa Mexicano,1571721,2772,2,567.0,2020-01-01,2024-12-31,derived
Wokcano,1570519,3654,2,429.81,2020-01-01,2024-12-31,derived
Rumble,1569224,15747,13,99.65,2020-01-01,2024-12-31,derived
Phillips Seafood,1567611,1827,1,858.02,2020-01-01,2024-12-31,derived
Chanel Fragrance and Beaute Boutique,1566689,11023,7,142.13,2020-01-01,2024-12-31,derived
Floyd's 99 Barbershop,1565526,24027,17,65.16,2020-01-01,2024-12-31,derived
Yogen Früz,1559724,3654,2,426.85,2020-01-01,2024-12-31,derived
Champion,1557553,4417,4,352.63,2020-01-01,2024-12-31,derived
K1 Speed,1556322,17666,14,88.1,2020-01-01,2024-12-31,derived
YETI,1553439,5481,3,283.42,2020-01-01,2024-12-31,derived
Monkey Joe's,1553261,5481,3,283.39,2020-01-01,2024-12-31,derived
Texas Family Fitness,1551645,1827,1,849.29,2020-01-01,2024-12-31,derived
Gigi's Cupcakes,1550298,5234,4,296.2,2020-01-01,2024-12-31,derived
Moncler,1544603,13402,13,115.25,2020-01-01,2024-12-31,derived
Sahara Pizza,1543471,3654,2,422.41,2020-01-01,2024-12-31,derived
Finley's Barber Shop,1543071,9135,5,168.92,2020-01-01,2024-12-31,derived
Haffner's Oil,1542197,12789,7,120.59,2020-01-01,2024-12-31,derived
Food Giant,1539302,1827,1,842.53,2020-01-01,2024-12-31,derived
Sterling National Bank,1539090,12802,18,120.22,2020-01-01,2022-01-31,derived
Great Southern Bank,1537763,14616,8,105.21,2020-01-01,2024-12-31,derived
Seacoast National Bank,1536479,15991,12,96.08,2020-01-01,2024-12-31,derived
True Religion Apparel,1535656,7431,6,206.66,2020-01-01,2024-12-31,derived
SavOn,1533205,1827,1,839.19,2020-01-01,2024-12-31,derived
Gordmans,1530811,2556,12,598.91,2020-01-01,2020-07-31,derived
Glossier,1529797,5542,4,276.04,2020-01-01,2024-12-31,derived
Coyote Ugly Saloon,1529557,3654,2,418.6,2020-01-01,2024-12-31,derived
Jos. A. Bank Clothiers,1526401,23772,35,64.21,2020-01-01,2024-12-31,derived
California Parking,1524673,9135,5,166.9,2020-01-01,2024-12-31,derived
IAA,1524197,25578,14,59.59,2020-01-01,2024-12-31,derived
Midwest Petroleum,1523844,11268,7,135.24,2020-01-01,2024-12-31,derived
ServiceMaster Restoration Services,1519818,102929,74,14.77,2020-01-01,2024-12-31,derived
Mega Furniture,1518459,3776,3,402.13,2020-01-01,2024-12-31,derived
Acorn Markets,1510167,1340,4,1126.99,2020-01-01,2020-11-30,derived
Flippin Pizza,1509916,3988,3,378.61,2020-01-01,2024-12-31,derived
Don Juan Mex Grill,1508402,1827,1,825.62,2020-01-01,2024-12-31,derived
Mango,1505957,1220,4,1234.39,2021-11-01,2024-12-31,derived
Ferrellgas,1505810,89343,51,16.85,2020-01-01,2024-12-31,derived
Pappas Restaurants,1504122,12334,13,121.95,2020-01-01,2024-12-31,derived
Happy State Bank,1503405,18270,10,82.29,2020-01-01,2024-12-31,derived
XSport Fitness,1502785,1643,1,914.66,2020-01-01,2024-06-30,derived
Bottle King,1500183,3654,2,410.56,2020-01-01,2024-12-31,derived
ahipoki bowl,1499016,3470,4,431.99,2020-01-01,2024-12-31,derived
Duty Free Americas,1496681,16993,10,88.08,2020-01-01,2024-12-31,derived
Juice Generation,1495250,9135,5,163.68,2020-01-01,2024-12-31,derived
Juice Crafters,1494670,1827,1,818.1,2020-01-01,2024-12-31,derived
Battery Source,1492020,10962,6,136.11,2020-01-01,2024-12-31,derived
Pawn 1,1491012,5481,3,272.03,2020-01-01,2024-12-31,derived
Earls Restaurants,1489723,3654,2,407.7,2020-01-01,2024-12-31,derived
"O-I Glass, Inc.",1489089,3654,2,407.52,2020-01-01,2024-12-31,derived
Primos,1488574,12000,8,124.05,2020-01-01,2024-12-31,derived
James Perse,1485900,11389,7,130.47,2020-01-01,2024-12-31,derived
McKinnons Market,1485090,1827,1,812.86,2020-01-01,2024-12-31,derived
Rally,1482197,5481,3,270.42,2020-01-01,2024-12-31,derived
Aveda,1481221,16014,10,92.5,2020-01-01,2024-12-31,derived
Bertucci's,1480673,4047,3,365.87,2020-01-01,2024-12-31,derived
HarborOne Bank,1473320,12239,7,120.38,2020-01-01,2024-12-31,derived
Salons by JC,1471564,33808,24,43.53,2020-01-01,2024-12-31,derived
Big Apple Bagels,1471047,1706,2,862.28,2021-04-01,2024-12-31,derived
Triumph Motorcycles,1466591,35112,24,41.77,2020-01-01,2024-12-31,derived
Johnstone Supply,1466467,58341,35,25.14,2020-01-01,2024-12-31,derived
Gregory's Coffee,1465365,8226,9,178.14,2020-01-01,2024-12-31,derived
Romeo's Pizza,1462963,1004,2,1457.13,2021-06-01,2024-12-31,derived
Loving Hut Vegan Cuisine,1461977,9468,6,154.41,2020-01-01,2024-12-31,derived
The Cannabist Company,1460087,5267,3,277.21,2020-01-01,2024-10-31,derived
Johnny Was,1457994,19796,16,73.65,2020-01-01,2024-12-31,derived
Theory,1456524,6668,5,218.43,2020-01-01,2024-12-31,derived
Porters,1454940,20097,11,72.4,2020-01-01,2024-12-31,derived
ASICS,1450444,8523,6,170.18,2020-01-01,2024-12-31,derived
Rock's Discount Vitamins,1449213,16351,9,88.63,2020-01-01,2024-12-31,derived
Sun Outdoors,1447698,37272,24,38.84,2020-01-01,2024-12-31,derived
Fendi,1445931,9438,6,153.2,2020-01-01,2024-12-31,derived
Massage Heights,1443045,24299,17,59.39,2020-01-01,2024-12-31,derived
Bowlers Mart,1441353,5481,3,262.97,2020-01-01,2024-12-31,derived
LOTTE Hotels & Resorts,1440692,1827,1,788.56,2020-01-01,2024-12-31,derived
Churreria Porfirio,1440427,1827,1,788.41,2020-01-01,2024-12-31,derived
TP TEA,1439337,5909,5,243.58,2020-01-01,2024-12-31,derived
Thousand Trails,1435986,43848,24,32.75,2020-01-01,2024-12-31,derived
Sweet Tomatoes,1435441,1089,9,1318.13,2020-01-01,2020-04-30,derived
Planet Wings,1434397,1827,1,785.11,2020-01-01,2024-12-31,derived
Texas Tool Traders,1432274,5481,3,261.32,2020-01-01,2024-12-31,derived
Eyemart Express,1429635,25578,14,55.89,2020-01-01,2024-12-31,derived
The Fresh Works,1428841,5541,4,257.87,2020-01-01,2024-12-31,derived
United Tire & Service,1422287,5481,3,259.49,2020-01-01,2024-12-31,derived
nayuki,1422056,1827,1,778.36,2020-01-01,2024-12-31,derived
Salsarita's Fresh Cantina,1421854,2311,2,615.25,2020-01-01,2024-02-29,derived
Capital City Bank Group,1420533,23873,15,59.5,2020-01-01,2024-12-31,derived
Popbar,1420517,7425,6,191.32,2020-01-01,2024-12-31,derived
Club Metro USA,1417972,3196,2,443.67,2020-01-01,2024-12-31,derived
A-1 Self Storage,1417966,16443,9,86.24,2020-01-01,2024-12-31,derived
Anthony Vince Nail Spa,1416241,6669,4,212.36,2020-01-01,2024-12-31,derived
Serendipity Labs,1415681,8493,5,166.69,2020-01-01,2024-12-31,derived
Wundabar Pilates,1409106,10384,7,135.7,2020-01-01,2024-12-31,derived
Shari's,1407847,12262,8,114.81,2020-01-01,2024-09-30,derived
MORSCO HVAC Supply,1407759,10962,6,128.42,2020-01-01,2024-12-31,derived
Mariscos El Paisa,1405678,4597,3,305.78,2020-01-01,2024-12-31,derived
DB Schenker,1404546,15339,9,91.57,2020-01-01,2024-12-31,derived
Bright Now Dental,1404053,43787,24,32.07,2020-01-01,2024-12-31,derived
Stride Rite,1401472,3775,3,371.25,2020-01-01,2024-12-31,derived
Best Wireless,1400197,10962,6,127.73,2020-01-01,2024-12-31,derived
Express Stores,1399977,17712,35,79.04,2020-01-01,2022-01-31,derived
Smallcakes,1398568,39493,23,35.41,2020-01-01,2024-12-31,derived
Ranch One,1394714,1827,1,763.39,2020-01-01,2024-12-31,derived
Kumon Institute of Education,1394445,192386,108,7.25,2020-01-01,2024-12-31,derived
Z Gallerie,1384692,2678,5,517.06,2020-01-01,2023-10-31,derived
Ermenegildo Zegna,1384256,4845,4,285.71,2020-01-01,2024-12-31,derived
Sofitel,1383080,1827,1,757.02,2020-01-01,2024-12-31,derived
Safeguard Self Storage,1382825,14738,9,93.83,2020-01-01,2024-12-31,derived
Aritzia,1382638,4816,7,287.09,2020-01-01,2024-12-31,derived
Boardroom Styling Lounge,1382344,16443,9,84.07,2020-01-01,2024-12-31,derived
Kangaroo Express,1382269,19219,14,71.92,2020-01-01,2024-12-31,derived
Goodyear Commercial Tire & Service Center,1382144,27374,15,50.49,2020-01-01,2024-12-31,derived
DelSol,1380346,1827,1,755.53,2020-01-01,2024-12-31,derived
School of Rock,1380238,51068,31,27.03,2020-01-01,2024-12-31,derived
Regency Theatres,1379760,10778,6,128.02,2020-01-01,2024-12-31,derived
Voco Hotels,1379528,1827,1,755.08,2020-01-01,2024-12-31,derived
El Pescador,1378214,5481,3,251.45,2020-01-01,2024-12-31,derived
Pit Stop,1375452,7308,4,188.21,2020-01-01,2024-12-31,derived
Ingles Pharmacy,1375114,16962,10,81.07,2020-01-01,2024-12-31,derived
Go Store It,1374948,11028,12,124.68,2020-01-01,2024-12-31,derived
Work Boot Warehouse,1374342,4324,3,317.84,2020-01-01,2024-12-31,derived
Giorgio Armani,1374302,10505,6,130.82,2020-01-01,2024-12-31,derived
Gloria's Latin Cuisine,1373840,7248,4,189.55,2020-01-01,2024-12-31,derived
U.S. Polo Assn.,1372057,11571,7,118.58,2020-01-01,2024-12-31,derived
FiiZ Drinks,1372037,1065,1,1288.3,2022-01-01,2024-11-30,derived
Westshore Pizza,1370068,8678,9,157.88,2020-01-01,2024-12-31,derived
Buckhorn Grill,1368372,2832,3,483.18,2020-01-01,2024-12-31,derived
Sports Basement,1368192,1919,2,712.97,2020-01-01,2024-12-31,derived
ATD Distribution Centers,1367198,18270,10,74.83,2020-01-01,2024-12-31,derived
RibCrib,1365688,3196,3,427.31,2020-01-01,2024-12-31,derived
Altierus,1365474,821,1,1663.18,2020-01-01,2022-03-31,derived
Green Cactus Grill,1363405,4232,3,322.17,2020-01-01,2024-12-31,derived
Anthony's Restaurants,1362582,8647,5,157.58,2020-01-01,2024-12-31,derived
Xtramart,1358743,10838,9,125.37,2020-01-01,2024-12-31,derived
Catch Air,1358539,2283,2,595.07,2020-01-01,2024-12-31,derived
iStorage,1357348,74372,66,18.25,2020-01-01,2024-12-31,derived
Brown Bear Car Wash,1356803,21924,12,61.89,2020-01-01,2024-12-31,derived
Bento Sushi,1355686,5481,3,247.34,2020-01-01,2024-12-31,derived
Avita Pharmacy,1355387,14865,14,91.18,2020-01-01,2024-12-31,derived
"World Kitchen - Corningware, Corelle and More",1353839,1493,2,906.79,2020-01-01,2022-01-31,derived
Tyler's,1352398,1827,1,740.23,2020-01-01,2024-12-31,derived
Supplement Superstores,1349680,9135,5,147.75,2020-01-01,2024-12-31,derived
Gearhead Outfitters,1349268,1827,1,738.52,2020-01-01,2024-12-31,derived
Great Valu Markets,1348001,1552,1,868.56,2020-01-01,2024-03-31,derived
Arrow Bank,1347858,10962,6,122.96,2020-01-01,2024-12-31,derived
Hyatt Regency,1345905,16901,10,79.63,2020-01-01,2024-12-31,derived
Hokkaido Ramen Santouka,1344638,5481,3,245.33,2020-01-01,2024-12-31,derived
La Bou Bakery and Cafe,1343603,4200,3,319.91,2020-01-01,2024-12-31,derived
HomeTown Buffet,1342964,1798,6,746.92,2020-01-01,2020-12-31,derived
The Hummus & Pita Co,1342711,2466,2,544.49,2020-01-01,2024-12-31,derived
Chop Stop,1341969,6879,5,195.08,2020-01-01,2024-12-31,derived
China Kitchen,1339341,7308,4,183.27,2020-01-01,2024-12-31,derived
Credit Suisse,1339298,6154,6,217.63,2020-01-01,2024-12-31,derived
Jonathan Adler,1338967,3654,2,366.44,2020-01-01,2024-12-31,derived
Calzedonia,1332669,7369,6,180.85,2020-01-01,2024-12-31,derived
S&S Food Stores,1330288,21924,12,60.68,2020-01-01,2024-12-31,derived
Marlow's Tavern,1330201,7308,4,182.02,2020-01-01,2024-12-31,derived
North Italia Restaurant,1329889,8712,8,152.65,2020-01-01,2024-12-31,derived
Pendry,1328391,1827,1,727.09,2020-01-01,2024-12-31,derived
MVP Athletic Clubs,1328063,1065,1,1247.01,2020-01-01,2022-11-30,derived
Mambo Seafood,1326170,2438,3,543.96,2020-01-01,2024-12-31,derived
Killiney Kopitiam,1324836,1827,1,725.14,2020-01-01,2024-12-31,derived
WORLDPAC,1323844,62210,35,21.28,2020-01-01,2024-12-31,derived
Alltown,1323339,20101,15,65.83,2020-01-01,2024-12-31,derived
Flipper's Pizzeria,1323335,7155,4,184.95,2020-01-01,2024-12-31,derived
Lost Pizza Co.,1321639,2224,2,594.26,2020-01-01,2024-12-31,derived
BECU,1321315,33192,19,39.81,2020-01-01,2024-12-31,derived
Lemon Tree Family Salons,1317939,15227,9,86.55,2020-01-01,2024-12-31,derived
National Car Rental,1315966,42326,26,31.09,2020-01-01,2024-12-31,derived
The Blazing Onion,1314778,3288,2,399.87,2020-01-01,2024-12-31,derived
JJ Fish & Chicken,1314600,1827,1,719.54,2020-01-01,2024-12-31,derived
Sun Tan City,1311519,9351,7,140.25,2020-01-01,2024-12-31,derived
Moxy Hotels,1311443,8710,6,150.57,2020-01-01,2024-12-31,derived
Action Karate,1310933,8865,6,147.88,2020-01-01,2024-12-31,derived
Quarles Fleet Fueling,1310416,7815,12,167.68,2020-01-01,2024-12-31,derived
Royal Blue Grocery,1310113,1827,1,717.08,2020-01-01,2024-12-31,derived
Specialty's Cafe and Bakery,1309306,1210,10,1082.07,2020-01-01,2020-04-30,derived
Duffy's Sports Grill,1307261,7917,5,165.12,2020-01-01,2024-12-31,derived
Pinchers,1307201,4840,3,270.08,2020-01-01,2024-12-31,derived
G.H. Bass and Co,1306823,2104,6,621.11,2020-01-01,2020-12-31,derived
Empire Eatery,1304523,1827,1,714.02,2020-01-01,2024-12-31,derived
R.E. Michel,1302850,38367,21,33.96,2020-01-01,2024-12-31,derived
Super Dollar,1302602,1827,1,712.97,2020-01-01,2024-12-31,derived
Avient Corporation,1300020,7308,4,177.89,2020-01-01,2024-12-31,derived
Cohen’s Fashion Optical,1299534,37150,21,34.98,2020-01-01,2024-12-31,derived
Staples Studio,1299365,3654,2,355.6,2020-01-01,2024-12-31,derived
Tilted Kilt,1299105,1827,1,711.06,2020-01-01,2024-12-31,derived
Budgetel Inn,1298108,9257,6,140.23,2020-01-01,2024-12-31,derived
